id,Öbek İsmi
1872,obek_2
1873,obek_3
1874,obek_1
1875,obek_4
1876,obek_8
1877,obek_1
1878,obek_3
1879,obek_7
1880,obek_6
1881,obek_5
1882,obek_1
1883,obek_5
1884,obek_4
1885,obek_2
1886,obek_2
1887,obek_2
1888,obek_7
1889,obek_2
1890,obek_1
1891,obek_7
1892,obek_8
1893,obek_2
1894,obek_3
1895,obek_3
1896,obek_2
1897,obek_4
1898,obek_2
1899,obek_3
1900,obek_6
1901,obek_5
1902,obek_4
1903,obek_7
1904,obek_8
1905,obek_4
1906,obek_4
1907,obek_7
1908,obek_6
1909,obek_3
1910,obek_5
1911,obek_5
1912,obek_7
1913,obek_5
1914,obek_5
1915,obek_8
1916,obek_5
1917,obek_2
1918,obek_1
1919,obek_4
1920,obek_3
1921,obek_8
1922,obek_7
1923,obek_5
1924,obek_7
1925,obek_8
1926,obek_6
1927,obek_4
1928,obek_8
1929,obek_4
1930,obek_8
1931,obek_5
1932,obek_7
1933,obek_4
1934,obek_8
1935,obek_5
1936,obek_1
1937,obek_2
1938,obek_2
1939,obek_5
1940,obek_2
1941,obek_7
1942,obek_5
1943,obek_6
1944,obek_3
1945,obek_3
1946,obek_3
1947,obek_5
1948,obek_3
1949,obek_1
1950,obek_8
1951,obek_1
1952,obek_4
1953,obek_5
1954,obek_6
1955,obek_4
1956,obek_7
1957,obek_3
1958,obek_8
1959,obek_6
1960,obek_6
1961,obek_8
1962,obek_5
1963,obek_2
1964,obek_4
1965,obek_5
1966,obek_1
1967,obek_5
1968,obek_2
1969,obek_8
1970,obek_2
1971,obek_4
1972,obek_3
1973,obek_8
1974,obek_7
1975,obek_4
1976,obek_4
1977,obek_2
1978,obek_1
1979,obek_5
1980,obek_1
1981,obek_4
1982,obek_3
1983,obek_7
1984,obek_4
1985,obek_6
1986,obek_1
1987,obek_2
1988,obek_4
1989,obek_1
1990,obek_2
1991,obek_1
1992,obek_1
1993,obek_2
1994,obek_2
1995,obek_2
1996,obek_5
1997,obek_6
1998,obek_8
1999,obek_1
2000,obek_6
2001,obek_1
2002,obek_5
2003,obek_7
2004,obek_8
2005,obek_7
2006,obek_8
2007,obek_2
2008,obek_5
2009,obek_4
2010,obek_6
2011,obek_8
2012,obek_5
2013,obek_2
2014,obek_8
2015,obek_8
2016,obek_1
2017,obek_2
2018,obek_5
2019,obek_6
2020,obek_4
2021,obek_7
2022,obek_5
2023,obek_4
2024,obek_3
2025,obek_2
2026,obek_8
2027,obek_1
2028,obek_4
2029,obek_1
2030,obek_5
2031,obek_7
2032,obek_1
2033,obek_5
2034,obek_1
2035,obek_6
2036,obek_3
2037,obek_2
2038,obek_6
2039,obek_1
2040,obek_3
2041,obek_2
2042,obek_3
2043,obek_5
2044,obek_6
2045,obek_5
2046,obek_2
2047,obek_6
2048,obek_8
2049,obek_4
2050,obek_7
2051,obek_6
2052,obek_3
2053,obek_6
2054,obek_8
2055,obek_5
2056,obek_4
2057,obek_4
2058,obek_1
2059,obek_6
2060,obek_3
2061,obek_5
2062,obek_6
2063,obek_4
2064,obek_3
2065,obek_1
2066,obek_3
2067,obek_1
2068,obek_1
2069,obek_1
2070,obek_1
2071,obek_3
2072,obek_8
2073,obek_7
2074,obek_6
2075,obek_2
2076,obek_8
2077,obek_4
2078,obek_3
2079,obek_5
2080,obek_8
2081,obek_1
2082,obek_2
2083,obek_1
2084,obek_2
2085,obek_1
2086,obek_6
2087,obek_8
2088,obek_5
2089,obek_1
2090,obek_5
2091,obek_2
2092,obek_7
2093,obek_3
2094,obek_3
2095,obek_8
2096,obek_8
2097,obek_8
2098,obek_4
2099,obek_5
2100,obek_6
2101,obek_2
2102,obek_6
2103,obek_7
2104,obek_6
2105,obek_2
2106,obek_6
2107,obek_8
2108,obek_1
2109,obek_7
2110,obek_2
2111,obek_1
2112,obek_5
2113,obek_6
2114,obek_5
2115,obek_3
2116,obek_1
2117,obek_5
2118,obek_1
2119,obek_6
2120,obek_7
2121,obek_5
2122,obek_3
2123,obek_2
2124,obek_8
2125,obek_8
2126,obek_4
2127,obek_5
2128,obek_3
2129,obek_7
2130,obek_1
2131,obek_7
2132,obek_1
2133,obek_1
2134,obek_5
2135,obek_6
2136,obek_6
2137,obek_3
2138,obek_8
2139,obek_2
2140,obek_6
2141,obek_2
2142,obek_5
2143,obek_7
2144,obek_6
2145,obek_6
2146,obek_3
2147,obek_8
2148,obek_8
2149,obek_7
2150,obek_8
2151,obek_2
2152,obek_2
2153,obek_4
2154,obek_6
2155,obek_2
2156,obek_2
2157,obek_4
2158,obek_8
2159,obek_6
2160,obek_4
2161,obek_1
2162,obek_8
2163,obek_6
2164,obek_1
2165,obek_1
2166,obek_8
2167,obek_4
2168,obek_8
2169,obek_1
2170,obek_2
2171,obek_1
2172,obek_5
2173,obek_1
2174,obek_6
2175,obek_6
2176,obek_6
2177,obek_3
2178,obek_2
2179,obek_7
2180,obek_8
2181,obek_4
2182,obek_2
2183,obek_5
2184,obek_8
2185,obek_3
2186,obek_5
2187,obek_8
2188,obek_4
2189,obek_7
2190,obek_2
2191,obek_7
2192,obek_4
2193,obek_5
2194,obek_8
2195,obek_5
2196,obek_6
2197,obek_1
2198,obek_5
2199,obek_6
2200,obek_7
2201,obek_2
2202,obek_3
2203,obek_2
2204,obek_1
2205,obek_6
2206,obek_2
2207,obek_2
2208,obek_7
2209,obek_1
2210,obek_4
2211,obek_4
2212,obek_8
2213,obek_7
2214,obek_6
2215,obek_7
2216,obek_6
2217,obek_7
2218,obek_6
2219,obek_3
2220,obek_4
2221,obek_3
2222,obek_2
2223,obek_7
2224,obek_6
2225,obek_2
2226,obek_4
2227,obek_3
2228,obek_3
2229,obek_3
2230,obek_6
2231,obek_2
2232,obek_5
2233,obek_5
2234,obek_4
2235,obek_1
2236,obek_7
2237,obek_5
2238,obek_2
2239,obek_3
2240,obek_7
2241,obek_4
2242,obek_3
2243,obek_7
2244,obek_7
2245,obek_8
2246,obek_7
2247,obek_1
2248,obek_1
2249,obek_6
2250,obek_6
2251,obek_2
2252,obek_1
2253,obek_7
2254,obek_2
2255,obek_1
2256,obek_8
2257,obek_2
2258,obek_3
2259,obek_4
2260,obek_2
2261,obek_4
2262,obek_1
2263,obek_8
2264,obek_1
2265,obek_3
2266,obek_7
2267,obek_8
2268,obek_3
2269,obek_5
2270,obek_8
2271,obek_4
2272,obek_7
2273,obek_3
2274,obek_2
2275,obek_5
2276,obek_4
2277,obek_8
2278,obek_4
2279,obek_4
2280,obek_3
2281,obek_3
2282,obek_4
2283,obek_3
2284,obek_1
2285,obek_5
2286,obek_7
2287,obek_8
2288,obek_7
2289,obek_2
2290,obek_5
2291,obek_5
2292,obek_3
2293,obek_4
2294,obek_6
2295,obek_2
2296,obek_2
2297,obek_3
2298,obek_6
2299,obek_8
2300,obek_6
2301,obek_2
2302,obek_5
2303,obek_5
2304,obek_1
2305,obek_7
2306,obek_6
2307,obek_8
2308,obek_6
2309,obek_1
2310,obek_5
2311,obek_6
2312,obek_6
2313,obek_2
2314,obek_6
2315,obek_8
2316,obek_6
2317,obek_6
2318,obek_7
2319,obek_5
2320,obek_8
2321,obek_8
2322,obek_7
2323,obek_8
2324,obek_7
2325,obek_1
2326,obek_4
2327,obek_5
2328,obek_8
2329,obek_6
2330,obek_8
2331,obek_1
2332,obek_6
2333,obek_2
2334,obek_5
2335,obek_3
2336,obek_4
2337,obek_5
2338,obek_7
2339,obek_8
